id,account,active,booked,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,active_to_booked,days
jbqa5jktd8,2013-07-06,2013-07-06,2014-02-25,MALE,28.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,234 days 00:00:00.000000000,234.0
2pmzhcixsz,2013-07-06,2013-07-06,2013-07-09,FEMALE,35.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,3 days 00:00:00.000000000,3.0
w2ytyy13et,2013-07-06,2013-07-06,2013-07-07,MALE,29.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,FR,1 days 00:00:00.000000000,1.0
79w3kj0pc6,2013-07-06,2013-07-06,2013-07-07,FEMALE,32.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
vib1aovutk,2013-07-06,2013-07-06,2013-09-26,MALE,31.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Firefox,US,82 days 00:00:00.000000000,82.0
dhetp1fwat,2013-07-06,2013-07-06,2013-07-06,MALE,22.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
pof0hqkhqp,2013-07-06,2013-07-06,2013-07-07,MALE,38.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
sdqkxxjqvr,2013-07-06,2013-07-06,2013-07-08,FEMALE,19.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,2 days 00:00:00.000000000,2.0
bw46gsmvf3,2013-07-06,2013-07-06,2013-07-08,FEMALE,29.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,IT,2 days 00:00:00.000000000,2.0
rzqs3g5b51,2013-07-06,2013-07-06,2013-07-07,MALE,42.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,CA,1 days 00:00:00.000000000,1.0
2mumbh0g4o,2013-07-06,2013-07-06,2013-07-06,FEMALE,27.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
5dj0kwe0ss,2013-07-06,2013-07-06,2013-08-04,FEMALE,27.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,29 days 00:00:00.000000000,29.0
miqo589ncf,2013-07-07,2013-07-07,2013-08-04,FEMALE,28.0,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,US,28 days 00:00:00.000000000,28.0
b4syex3sgm,2013-07-07,2013-07-07,2013-10-09,MALE,39.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,94 days 00:00:00.000000000,94.0
85mhy42al4,2013-07-07,2013-07-07,2013-07-12,FEMALE,33.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,5 days 00:00:00.000000000,5.0
oum8pjgljz,2013-07-07,2013-07-07,2013-07-08,MALE,41.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,other,1 days 00:00:00.000000000,1.0
382hlhmmf5,2013-07-07,2013-07-07,2014-03-22,MALE,39.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US,258 days 00:00:00.000000000,258.0
fn9ahgana3,2013-07-07,2013-07-07,2013-07-08,FEMALE,24.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
nkt06715l8,2013-07-07,2013-07-07,2014-04-11,MALE,53.0,facebook,0,en,sem-non-brand,bing,linked,Web,Mac Desktop,Safari,US,278 days 00:00:00.000000000,278.0
64jwuwoi88,2013-07-07,2013-07-07,2013-07-12,FEMALE,61.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,other,5 days 00:00:00.000000000,5.0
oflsxgewn5,2013-07-07,2013-07-07,2013-09-26,FEMALE,37.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Safari,US,81 days 00:00:00.000000000,81.0
ahnozqlngo,2013-07-07,2013-07-07,2014-05-29,FEMALE,42.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,326 days 00:00:00.000000000,326.0
kovxs9s6qd,2013-07-07,2013-07-07,2013-07-11,FEMALE,28.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,4 days 00:00:00.000000000,4.0
wc65mbqi58,2013-07-07,2013-07-07,2013-07-08,FEMALE,41.0,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US,1 days 00:00:00.000000000,1.0
7qa1gy1912,2013-07-08,2013-07-08,2014-06-20,FEMALE,45.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,347 days 00:00:00.000000000,347.0
jt7ckeouhf,2013-07-08,2013-07-08,2013-09-05,FEMALE,53.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,59 days 00:00:00.000000000,59.0
ckre4uy6xd,2013-07-08,2013-07-08,2013-07-08,FEMALE,48.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
y9478chiaq,2013-07-08,2013-07-08,2013-08-29,MALE,35.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,other,52 days 00:00:00.000000000,52.0
mk6tdaq17p,2013-07-08,2013-07-08,2013-07-10,FEMALE,50.0,basic,24,en,direct,direct,linked,Moweb,Windows Desktop,IE,US,2 days 00:00:00.000000000,2.0
or9iq7jk57,2013-07-08,2013-07-08,2013-07-08,MALE,46.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
79729gg1xl,2013-07-08,2013-07-08,2013-07-08,FEMALE,24.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
kmyhy69qu5,2013-07-08,2013-07-08,2013-07-10,MALE,57.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,other,2 days 00:00:00.000000000,2.0
n60q67250l,2013-07-08,2013-07-08,2013-07-08,MALE,28.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
jbbc4ih91z,2013-07-08,2013-07-08,2013-11-07,FEMALE,28.0,basic,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,US,122 days 00:00:00.000000000,122.0
vwe0taslay,2013-07-08,2013-07-08,2013-07-08,FEMALE,43.0,basic,0,en,direct,direct,linked,Web,iPhone,Mobile Safari,US,0 days 00:00:00.000000000,0.0
z2yeccwx1b,2013-07-08,2013-07-08,2013-07-13,MALE,54.0,basic,23,en,direct,direct,omg,Android,Mac Desktop,Firefox,US,5 days 00:00:00.000000000,5.0
fbrff1w2l5,2013-07-08,2013-07-08,2013-07-17,FEMALE,55.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,9 days 00:00:00.000000000,9.0
wtj7r3yigc,2013-07-08,2013-07-08,2013-08-21,FEMALE,29.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,44 days 00:00:00.000000000,44.0
wgfoipj6u0,2013-07-08,2013-07-08,2013-07-10,MALE,26.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
onrx7y854p,2013-07-08,2013-07-08,2013-09-04,MALE,32.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,58 days 00:00:00.000000000,58.0
fn16uk8y2v,2013-07-08,2013-07-08,2014-03-10,FEMALE,33.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,245 days 00:00:00.000000000,245.0
yi28bmkzgf,2013-07-08,2013-07-08,2013-07-21,FEMALE,30.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Chrome,IT,13 days 00:00:00.000000000,13.0
v6txec5182,2013-07-08,2013-07-08,2013-08-29,FEMALE,27.0,facebook,0,fr,direct,direct,linked,Web,Windows Desktop,Chrome,US,52 days 00:00:00.000000000,52.0
sryqf2434u,2013-07-08,2013-07-08,2013-07-08,MALE,37.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
gv6psjbio0,2013-07-08,2013-07-08,2014-03-24,FEMALE,30.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,259 days 00:00:00.000000000,259.0
y6e38nzar4,2013-07-08,2013-07-08,2013-07-08,FEMALE,64.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
w5ryxd9cfo,2013-07-08,2013-07-08,2013-07-08,FEMALE,25.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
9o5fgywv01,2013-07-08,2013-07-08,2013-09-11,FEMALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,65 days 00:00:00.000000000,65.0
4ofbgolaya,2013-07-08,2013-07-08,2013-07-08,MALE,24.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,CA,0 days 00:00:00.000000000,0.0
e3ak8iw8nc,2013-07-08,2013-07-08,2013-07-19,FEMALE,30.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,11 days 00:00:00.000000000,11.0
lwm38xs8sv,2013-07-08,2013-07-08,2013-07-15,MALE,36.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US,7 days 00:00:00.000000000,7.0
8os9066dab,2013-07-08,2013-07-08,2013-08-20,MALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,43 days 00:00:00.000000000,43.0
q11xt3xtcf,2013-07-08,2013-07-08,2013-07-18,FEMALE,63.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,FR,10 days 00:00:00.000000000,10.0
qhjng2puhk,2013-07-08,2013-07-08,2013-07-09,MALE,34.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,other,1 days 00:00:00.000000000,1.0
4txu7m41w9,2013-07-08,2013-07-08,2013-07-10,MALE,34.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,2 days 00:00:00.000000000,2.0
j6kv77egly,2013-07-08,2013-07-08,2013-07-09,FEMALE,25.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
pei8wbun35,2013-07-08,2013-07-08,2013-09-04,MALE,55.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US,58 days 00:00:00.000000000,58.0
82k1ii3lcq,2013-07-08,2013-07-08,2013-07-09,MALE,26.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
44awtyggql,2013-07-08,2013-07-08,2013-07-15,FEMALE,37.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,7 days 00:00:00.000000000,7.0
w331wn5awa,2013-07-09,2013-07-09,2013-07-13,FEMALE,25.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other,4 days 00:00:00.000000000,4.0
6xtxvqperd,2013-07-09,2013-07-09,2013-07-10,MALE,41.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
05xffnxrk3,2013-07-09,2013-07-09,2013-07-09,FEMALE,40.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,other,0 days 00:00:00.000000000,0.0
vd9do0uze4,2013-07-09,2013-07-09,2013-07-11,MALE,33.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
0ze9g89vk8,2013-07-09,2013-07-09,2013-07-09,MALE,42.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
6cvzx3ilrd,2013-07-09,2013-07-09,2013-07-09,FEMALE,40.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
3arxeqt572,2013-07-09,2013-07-09,2013-07-09,MALE,26.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,AU,0 days 00:00:00.000000000,0.0
ohj0ygqorw,2013-07-09,2013-07-09,2013-07-09,MALE,24.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
sb9qp13xyp,2013-07-09,2013-07-09,2013-07-09,MALE,25.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
k487iqhi8n,2013-07-09,2013-07-09,2013-08-30,FEMALE,67.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,52 days 00:00:00.000000000,52.0
ltxmue10im,2013-07-09,2013-07-09,2013-07-09,MALE,51.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US,0 days 00:00:00.000000000,0.0
4fulexfoqa,2013-07-09,2013-07-09,2013-07-09,MALE,29.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,other,0 days 00:00:00.000000000,0.0
holdft9n85,2013-07-09,2013-07-09,2013-08-17,FEMALE,32.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,39 days 00:00:00.000000000,39.0
5tpwp6sbk4,2013-07-09,2013-07-09,2013-07-12,MALE,24.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,CA,3 days 00:00:00.000000000,3.0
d717rrha5d,2013-07-09,2013-07-09,2014-06-02,MALE,61.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US,328 days 00:00:00.000000000,328.0
eok39g515s,2013-07-09,2013-07-09,2013-07-09,FEMALE,23.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
e8sougok12,2013-07-09,2013-07-09,2013-07-09,MALE,64.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
3u7ec4qnxv,2013-07-09,2013-07-09,2013-07-10,FEMALE,57.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US,1 days 00:00:00.000000000,1.0
xdmg88r7jp,2013-07-09,2013-07-09,2013-10-07,FEMALE,31.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,90 days 00:00:00.000000000,90.0
554kw11at1,2013-07-09,2013-07-09,2013-07-09,MALE,36.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
ncico37uvc,2014-01-14,2013-07-09,2014-01-20,FEMALE,49.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,195 days 00:00:00.000000000,195.0
vi3uoo6irr,2013-07-09,2013-07-09,2014-03-29,MALE,26.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,263 days 00:00:00.000000000,263.0
s3jfxj7cl8,2013-07-09,2013-07-09,2013-07-11,MALE,26.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,other,2 days 00:00:00.000000000,2.0
zi6wxvb3ps,2013-07-09,2013-07-09,2013-07-11,MALE,23.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,GB,2 days 00:00:00.000000000,2.0
6rmhmc351m,2013-07-09,2013-07-09,2013-07-11,MALE,35.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
6xqha1q4s1,2013-07-09,2013-07-09,2013-07-11,FEMALE,49.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
ltpi0b6s0j,2013-07-09,2013-07-09,2013-08-20,MALE,30.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,other,42 days 00:00:00.000000000,42.0
li70htfaib,2013-07-09,2013-07-09,2013-08-07,MALE,21.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,29 days 00:00:00.000000000,29.0
js0hemq7w8,2013-07-09,2013-07-09,2014-02-06,FEMALE,31.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,212 days 00:00:00.000000000,212.0
q6qntuw7o6,2013-07-09,2013-07-09,2013-07-10,FEMALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,ES,1 days 00:00:00.000000000,1.0
iv60xa7vde,2013-07-09,2013-07-09,2013-07-11,MALE,43.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,2 days 00:00:00.000000000,2.0
h6s4i5ocz6,2013-07-09,2013-07-09,2013-07-10,MALE,96.0,facebook,0,en,direct,direct,tracked-other,Web,Windows Desktop,IE,US,1 days 00:00:00.000000000,1.0
lu1scbvge6,2013-07-10,2013-07-10,2013-07-13,FEMALE,26.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,3 days 00:00:00.000000000,3.0
sh2r138p1l,2013-07-10,2013-07-10,2013-07-31,FEMALE,28.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US,21 days 00:00:00.000000000,21.0
ewv3kznhi4,2013-07-10,2013-07-10,2013-07-11,FEMALE,48.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,1 days 00:00:00.000000000,1.0
w8x5aeuhkh,2013-07-10,2013-07-10,2013-07-30,MALE,33.0,basic,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,US,20 days 00:00:00.000000000,20.0
amx0uv1non,2013-07-10,2013-07-10,2013-07-10,FEMALE,46.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
m4vrq6vill,2013-07-10,2013-07-10,2013-07-10,MALE,28.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
3g55sjncda,2013-07-10,2013-07-10,2013-07-27,FEMALE,31.0,basic,0,en,other,other,omg,Web,Mac Desktop,Safari,other,17 days 00:00:00.000000000,17.0
jhgvd4zcgp,2013-07-10,2013-07-10,2013-07-10,FEMALE,31.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,other,0 days 00:00:00.000000000,0.0
eppcpqq223,2013-07-10,2013-07-10,2013-07-20,FEMALE,21.0,facebook,0,fr,sem-brand,google,linked,Web,Windows Desktop,Chrome,IT,10 days 00:00:00.000000000,10.0
44knqpdvz2,2013-07-10,2013-07-10,2013-07-20,MALE,30.0,basic,0,it,direct,direct,linked,Web,Mac Desktop,Safari,US,10 days 00:00:00.000000000,10.0
tjsg9u31pj,2013-07-10,2013-07-10,2013-07-17,FEMALE,40.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,GB,7 days 00:00:00.000000000,7.0
wlvxwl1w5p,2013-07-10,2013-07-10,2013-07-12,MALE,24.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,FR,2 days 00:00:00.000000000,2.0
ykz5dr9ge7,2013-07-10,2013-07-10,2013-07-10,FEMALE,36.0,facebook,0,en,sem-brand,bing,omg,Web,Mac Desktop,Safari,IT,0 days 00:00:00.000000000,0.0
m1zhk2c6zd,2013-07-10,2013-07-10,2013-07-30,FEMALE,33.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,other,20 days 00:00:00.000000000,20.0
g7h6ns4le9,2013-07-10,2013-07-10,2013-07-18,MALE,32.0,basic,0,fr,direct,direct,product,Web,Mac Desktop,Chrome,US,8 days 00:00:00.000000000,8.0
psh5chxnu5,2013-07-10,2013-07-10,2013-07-10,FEMALE,36.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
kl9xy54f0y,2013-07-10,2013-07-10,2013-07-10,FEMALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
cqnipd9tqk,2013-07-10,2013-07-10,2013-07-11,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
8lf49uer1b,2013-07-10,2013-07-10,2013-11-23,MALE,33.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,136 days 00:00:00.000000000,136.0
3cayiyjlqt,2013-07-10,2013-07-10,2013-07-13,FEMALE,65.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US,3 days 00:00:00.000000000,3.0
tos7ocg9s2,2013-07-11,2013-07-11,2014-02-05,FEMALE,37.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,209 days 00:00:00.000000000,209.0
ibsj0dvrr2,2013-07-11,2013-07-11,2014-06-29,MALE,35.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,353 days 00:00:00.000000000,353.0
5msvxif2tu,2013-07-11,2013-07-11,2013-07-11,FEMALE,44.0,facebook,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
mohchmcwco,2013-07-11,2013-07-11,2013-07-11,FEMALE,41.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
uu2q82kcda,2013-07-11,2013-07-11,2013-09-20,FEMALE,27.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,71 days 00:00:00.000000000,71.0
319nure7cj,2013-07-11,2013-07-11,2013-07-27,FEMALE,37.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,16 days 00:00:00.000000000,16.0
vrxplv5eda,2013-07-11,2013-07-11,2013-07-11,FEMALE,39.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
gq9w491jpy,2013-07-11,2013-07-11,2013-07-13,FEMALE,34.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other,2 days 00:00:00.000000000,2.0
8aalfb50nl,2013-07-11,2013-07-11,2013-07-15,FEMALE,25.0,facebook,0,en,other,other,tracked-other,Web,Mac Desktop,Chrome,US,4 days 00:00:00.000000000,4.0
u2mg0vwu7b,2013-07-11,2013-07-11,2013-07-25,FEMALE,30.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,ES,14 days 00:00:00.000000000,14.0
dy0qryfzhh,2013-07-11,2013-07-11,2013-07-25,MALE,33.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,14 days 00:00:00.000000000,14.0
pa786eg4tu,2013-07-11,2013-07-11,2013-07-17,MALE,35.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,6 days 00:00:00.000000000,6.0
wdyituoky3,2013-07-11,2013-07-11,2013-07-11,FEMALE,45.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
qlrram54md,2013-07-11,2013-07-11,2013-07-15,FEMALE,31.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,4 days 00:00:00.000000000,4.0
pp9dt1j11y,2013-07-11,2013-07-11,2013-11-07,FEMALE,42.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,119 days 00:00:00.000000000,119.0
yr2osnaq7i,2013-07-11,2013-07-11,2013-07-24,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,ES,13 days 00:00:00.000000000,13.0
r9tlsj3pma,2013-07-11,2013-07-11,2014-06-24,FEMALE,41.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,348 days 00:00:00.000000000,348.0
envg3oflxc,2013-07-11,2013-07-11,2013-07-12,MALE,58.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
36ytdy5q64,2013-07-11,2013-07-11,2013-07-26,FEMALE,37.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,FR,15 days 00:00:00.000000000,15.0
wzpgf7214p,2013-07-12,2013-07-12,2013-07-15,MALE,50.0,basic,0,en,sem-non-brand,google,linked,Web,Windows Desktop,IE,US,3 days 00:00:00.000000000,3.0
7kjrg7cpth,2013-07-12,2013-07-12,2013-07-12,FEMALE,23.0,basic,0,en,other,other,tracked-other,Web,Windows Desktop,Chrome,ES,0 days 00:00:00.000000000,0.0
q852mhtkrr,2013-07-12,2013-07-12,2013-07-12,FEMALE,57.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
0lzp75i1mn,2013-07-12,2013-07-12,2013-07-14,MALE,36.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
8sjn1gqre3,2013-07-12,2013-07-12,2014-05-14,MALE,30.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,306 days 00:00:00.000000000,306.0
2bvedxfich,2013-07-12,2013-07-12,2013-07-12,FEMALE,27.0,facebook,0,en,seo,facebook,linked,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
rz5ethcz7c,2013-07-12,2013-07-12,2014-02-27,MALE,31.0,facebook,0,en,seo,facebook,linked,Web,Mac Desktop,Firefox,US,230 days 00:00:00.000000000,230.0
2z5nuudumo,2013-07-12,2013-07-12,2013-11-12,MALE,54.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,FR,123 days 00:00:00.000000000,123.0
htwkwgiebq,2013-07-12,2013-07-12,2013-09-02,FEMALE,33.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,52 days 00:00:00.000000000,52.0
dg4g8cwv4c,2013-07-12,2013-07-12,2013-07-13,MALE,29.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
j2bq942vk2,2013-07-12,2013-07-12,2013-07-13,MALE,41.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,1 days 00:00:00.000000000,1.0
m8ikz0gbfz,2013-07-12,2013-07-12,2014-03-12,FEMALE,41.0,facebook,0,en,other,other,tracked-other,Web,Mac Desktop,Firefox,US,243 days 00:00:00.000000000,243.0
bae1kl9ra7,2013-07-12,2013-07-12,2013-07-12,FEMALE,23.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
ds833tb0z9,2013-07-12,2013-07-12,2013-08-16,FEMALE,43.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other,35 days 00:00:00.000000000,35.0
18s313qsrl,2013-07-12,2013-07-12,2013-07-12,MALE,45.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,FR,0 days 00:00:00.000000000,0.0
q46qzpbiy7,2013-07-12,2013-07-12,2013-07-17,MALE,31.0,facebook,12,en,api,other,tracked-other,Moweb,Windows Desktop,IE,US,5 days 00:00:00.000000000,5.0
hifbwk0j0s,2013-07-12,2013-07-12,2013-07-16,MALE,41.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Firefox,US,4 days 00:00:00.000000000,4.0
8dmbcv8t6m,2013-07-12,2013-07-12,2013-07-20,FEMALE,28.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,ES,8 days 00:00:00.000000000,8.0
xl11tz5qne,2013-07-12,2013-07-12,2013-07-22,FEMALE,43.0,basic,0,en,sem-non-brand,vast,omg,Web,Windows Desktop,Chrome,US,10 days 00:00:00.000000000,10.0
6p2kpd1irh,2013-07-12,2013-07-12,2013-08-02,MALE,30.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,21 days 00:00:00.000000000,21.0
