id,account,active,booked,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
tgtzjawzp3,2013-02-15:00:00:00,2013-02-15:05:12:03,2013-07-12:00:00:00,FEMALE,34.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
pvkr60ecpt,2013-02-15:00:00:00,2013-02-15:05:23:27,2013-02-16:00:00:00,FEMALE,58.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
gj0hnnq6js,2013-02-15:00:00:00,2013-02-15:05:42:16,2013-08-13:00:00:00,MALE,41.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
1ablcaxnz1,2013-02-15:00:00:00,2013-02-15:06:43:37,2013-03-11:00:00:00,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,IE,DE
fcjawosonp,2013-02-15:00:00:00,2013-02-15:07:00:31,2013-02-18:00:00:00,MALE,55.0,facebook,0,en,direct,direct,tracked-other,Web,Windows Desktop,IE,US
xxqeggv87s,2013-02-15:00:00:00,2013-02-15:07:07:22,2013-02-15:00:00:00,MALE,28.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
4wr8sme8zn,2013-02-15:00:00:00,2013-02-15:07:39:57,2013-02-16:00:00:00,MALE,38.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
t87iodkzwf,2013-02-15:00:00:00,2013-02-15:10:43:15,2013-02-15:00:00:00,MALE,34.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
u25un6vq4b,2013-02-15:00:00:00,2013-02-15:16:27:58,2013-02-15:00:00:00,FEMALE,42.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
1a65nap9ze,2013-02-15:00:00:00,2013-02-15:16:49:31,2013-02-15:00:00:00,MALE,67.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,FR
x0di8uvzuo,2013-02-15:00:00:00,2013-02-15:17:26:39,2013-02-15:00:00:00,FEMALE,48.0,basic,0,en,sem-brand,google,tracked-other,Web,Mac Desktop,Safari,US
mi2hfsji4w,2013-02-15:00:00:00,2013-02-15:18:29:07,2013-12-09:00:00:00,MALE,37.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
peh9wovfdj,2013-02-15:00:00:00,2013-02-15:18:29:40,2013-02-16:00:00:00,FEMALE,24.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
fi8gjrj67z,2013-02-15:00:00:00,2013-02-15:18:35:37,2013-02-28:00:00:00,MALE,29.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
wgj5xapb76,2013-02-15:00:00:00,2013-02-15:19:05:13,2013-07-12:00:00:00,FEMALE,35.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
eo9l0osoqr,2013-02-15:00:00:00,2013-02-15:19:43:32,2013-02-22:00:00:00,MALE,53.0,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,GB
dbce9mlpvl,2013-02-15:00:00:00,2013-02-15:20:16:26,2013-02-15:00:00:00,FEMALE,33.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
sbftyraigo,2013-02-15:00:00:00,2013-02-15:21:27:04,2013-02-16:00:00:00,FEMALE,31.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
xj14ff4ooq,2013-02-15:00:00:00,2013-02-15:21:29:23,2013-02-18:00:00:00,MALE,24.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
fgn6m0v3wv,2013-02-15:00:00:00,2013-02-15:22:44:12,2013-10-09:00:00:00,FEMALE,25.0,basic,0,ru,direct,direct,linked,Web,Mac Desktop,Safari,US
eawmeiw493,2013-02-15:00:00:00,2013-02-15:23:13:54,2013-02-16:00:00:00,FEMALE,45.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
q1bdo14fi1,2013-02-15:00:00:00,2013-02-15:23:41:40,2013-02-20:00:00:00,FEMALE,42.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
ej2iyz5d02,2013-02-16:00:00:00,2013-02-16:00:09:09,2013-06-19:00:00:00,FEMALE,30.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
o94rhz4au5,2013-02-16:00:00:00,2013-02-16:00:18:24,2013-02-17:00:00:00,FEMALE,32.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Chrome,other
7qidaplskf,2013-02-16:00:00:00,2013-02-16:00:23:13,2013-03-25:00:00:00,FEMALE,29.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,FR
f8fdi740s2,2013-02-16:00:00:00,2013-02-16:00:26:40,2013-02-26:00:00:00,FEMALE,67.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other
keel9pj5ed,2013-02-16:00:00:00,2013-02-16:01:40:04,2013-02-16:00:00:00,MALE,35.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
qu58sam5hr,2013-02-16:00:00:00,2013-02-16:01:58:08,2013-02-18:00:00:00,MALE,37.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
fcgx4lxmqu,2013-02-16:00:00:00,2013-02-16:02:27:25,2013-02-17:00:00:00,FEMALE,66.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,FR
tcozzbvd6k,2013-02-16:00:00:00,2013-02-16:02:46:42,2013-02-16:00:00:00,FEMALE,34.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
3z925kie9z,2013-02-16:00:00:00,2013-02-16:02:52:21,2013-03-08:00:00:00,FEMALE,27.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,FR
lhxlv58n6o,2013-02-16:00:00:00,2013-02-16:03:03:59,2013-05-05:00:00:00,MALE,24.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,other
ydkk0h9kk9,2013-02-16:00:00:00,2013-02-16:03:53:28,2013-03-11:00:00:00,FEMALE,35.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,FR
dq3otog3ww,2013-02-16:00:00:00,2013-02-16:06:11:31,2013-03-24:00:00:00,MALE,30.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
zgpr3du8jc,2013-02-16:00:00:00,2013-02-16:06:44:54,2013-02-24:00:00:00,FEMALE,37.0,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,FR
hb1nwyaiwb,2013-02-16:00:00:00,2013-02-16:06:56:28,2013-02-17:00:00:00,FEMALE,27.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
qmdniwsz2f,2013-02-16:00:00:00,2013-02-16:07:46:44,2014-01-27:00:00:00,FEMALE,30.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US
0uvugem8xw,2013-02-16:00:00:00,2013-02-16:16:01:20,2013-02-16:00:00:00,MALE,29.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,IE,US
ibwm6amgoc,2013-02-16:00:00:00,2013-02-16:16:09:12,2013-02-16:00:00:00,MALE,31.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
0ew4z2iz25,2013-02-16:00:00:00,2013-02-16:19:38:01,2013-02-16:00:00:00,MALE,38.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
yx88mng67m,2013-02-16:00:00:00,2013-02-16:20:19:36,2013-02-18:00:00:00,FEMALE,56.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,FR
0nyjce00rz,2013-02-16:00:00:00,2013-02-16:21:04:30,2013-02-16:00:00:00,MALE,27.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
fva262d0ra,2013-02-16:00:00:00,2013-02-16:21:14:54,2013-10-12:00:00:00,FEMALE,45.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
z5q75qcei9,2013-02-16:00:00:00,2013-02-16:21:34:25,2013-12-30:00:00:00,MALE,34.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
3fj420t8l6,2013-02-16:00:00:00,2013-02-16:21:51:35,2013-02-18:00:00:00,MALE,41.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
4md5oxjcjm,2013-02-16:00:00:00,2013-02-16:22:14:39,2013-02-17:00:00:00,MALE,34.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,IT
tthsz6uur8,2013-02-16:00:00:00,2013-02-16:22:35:10,2013-02-17:00:00:00,MALE,33.0,basic,0,en,seo,yahoo,linked,Web,Mac Desktop,Firefox,US
oq6to8o6r9,2013-02-16:00:00:00,2013-02-16:23:29:04,2013-02-17:00:00:00,FEMALE,30.0,basic,0,en,other,other,tracked-other,Web,Mac Desktop,Safari,US
1urcpu1ybi,2013-02-16:00:00:00,2013-02-16:23:48:40,2013-02-21:00:00:00,FEMALE,28.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
l4ar2setoa,2013-02-17:00:00:00,2013-02-17:00:02:22,2013-02-21:00:00:00,FEMALE,75.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,other
fc30ytwgwf,2013-02-17:00:00:00,2013-02-17:01:47:47,2013-02-17:00:00:00,MALE,32.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
oldv12b1x1,2013-02-17:00:00:00,2013-02-17:04:07:03,2013-03-02:00:00:00,FEMALE,29.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,other
rfr9quser2,2013-02-17:00:00:00,2013-02-17:04:58:34,2013-02-17:00:00:00,FEMALE,34.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
oun256j9zj,2013-02-17:00:00:00,2013-02-17:05:13:48,2013-09-06:00:00:00,FEMALE,23.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
ydzmozk4dm,2013-02-17:00:00:00,2013-02-17:05:45:39,2013-02-18:00:00:00,FEMALE,33.0,basic,24,en,direct,direct,linked,Moweb,Android Phone,Android Browser,US
iujn8jrh2k,2013-02-17:00:00:00,2013-02-17:05:56:38,2013-03-06:00:00:00,FEMALE,35.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,GB
eejoiywqd6,2013-02-17:00:00:00,2013-02-17:12:31:04,2013-02-19:00:00:00,MALE,23.0,basic,0,en,other,other,tracked-other,Web,Mac Desktop,Safari,US
x2bwuq1vas,2013-02-17:00:00:00,2013-02-17:13:50:26,2013-02-19:00:00:00,MALE,30.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,US
t8gvqve865,2013-02-17:00:00:00,2013-02-17:17:42:09,2013-04-29:00:00:00,FEMALE,30.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
2rbbzo225j,2013-02-17:00:00:00,2013-02-17:18:22:41,2013-02-23:00:00:00,FEMALE,34.0,basic,0,en,other,other,tracked-other,Web,Windows Desktop,IE,FR
jusxs47o6x,2013-02-17:00:00:00,2013-02-17:19:08:56,2013-07-01:00:00:00,FEMALE,50.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,IT
h4n68fyesj,2013-02-17:00:00:00,2013-02-17:20:20:42,2013-05-21:00:00:00,FEMALE,47.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,US
8rw2uhfjcq,2013-02-17:00:00:00,2013-02-17:21:33:19,2013-03-10:00:00:00,MALE,55.0,facebook,0,en,sem-brand,bing,omg,Web,Windows Desktop,IE,US
hfsjxi3tis,2013-02-17:00:00:00,2013-02-17:21:34:52,2013-02-19:00:00:00,FEMALE,29.0,basic,0,en,direct,direct,product,Web,iPhone,Mobile Safari,US
d8gqbft9jx,2013-02-17:00:00:00,2013-02-17:21:37:36,2013-03-07:00:00:00,FEMALE,24.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
cnxeoomvxi,2013-02-17:00:00:00,2013-02-17:21:50:58,2013-02-18:00:00:00,FEMALE,35.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US
ql47m7au0p,2013-02-17:00:00:00,2013-02-17:22:03:42,2013-02-19:00:00:00,FEMALE,27.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
evxf7y8w50,2013-02-17:00:00:00,2013-02-17:22:51:08,2013-02-24:00:00:00,FEMALE,49.0,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
au6dwwwgqc,2013-02-18:00:00:00,2013-02-18:01:02:43,2013-04-08:00:00:00,MALE,52.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
httiqct1id,2013-02-18:00:00:00,2013-02-18:01:18:13,2013-02-19:00:00:00,FEMALE,39.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US
328ej7npbe,2013-02-18:00:00:00,2013-02-18:02:53:08,2013-02-18:00:00:00,MALE,39.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
qe0slnxkc1,2013-02-18:00:00:00,2013-02-18:04:17:55,2013-02-18:00:00:00,FEMALE,27.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
b09tjg0lwi,2013-02-18:00:00:00,2013-02-18:04:38:10,2013-02-26:00:00:00,MALE,50.0,basic,23,en,direct,direct,linked,Android,Windows Desktop,Firefox,US
kmvi22tqsj,2013-02-18:00:00:00,2013-02-18:05:24:45,2013-02-18:00:00:00,FEMALE,52.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
b3gkj03eoy,2013-02-18:00:00:00,2013-02-18:05:36:08,2013-02-24:00:00:00,MALE,50.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,US
ttm434bc34,2013-02-18:00:00:00,2013-02-18:05:51:31,2013-11-04:00:00:00,MALE,41.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
hakua2lul6,2013-02-18:00:00:00,2013-02-18:06:09:08,2013-02-19:00:00:00,FEMALE,34.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
l926cpoqgr,2013-02-18:00:00:00,2013-02-18:07:34:51,2013-10-17:00:00:00,MALE,37.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
25cdw9n3pa,2013-02-18:00:00:00,2013-02-18:07:57:04,2013-02-20:00:00:00,MALE,30.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
2sszeceidk,2013-02-18:00:00:00,2013-02-18:08:53:05,2013-02-19:00:00:00,FEMALE,23.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
iswbgaiqwe,2013-02-18:00:00:00,2013-02-18:10:42:39,2013-02-24:00:00:00,FEMALE,29.0,basic,0,en,other,other,tracked-other,Web,Windows Desktop,Firefox,US
d4z9gplf66,2013-02-18:00:00:00,2013-02-18:15:41:27,2013-02-20:00:00:00,FEMALE,30.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,US
snqw0zcl42,2013-02-18:00:00:00,2013-02-18:15:47:28,2014-01-05:00:00:00,MALE,43.0,basic,24,en,direct,direct,linked,Moweb,Windows Desktop,IE,US
lau82w3x4f,2013-02-18:00:00:00,2013-02-18:15:50:00,2013-02-20:00:00:00,FEMALE,69.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,US
olj5bcbwn0,2013-02-18:00:00:00,2013-02-18:16:19:08,2013-02-19:00:00:00,FEMALE,24.0,basic,0,fr,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
t4e2ivz8j0,2013-02-18:00:00:00,2013-02-18:19:28:22,2013-03-07:00:00:00,FEMALE,40.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,other
0q6l0c2pde,2013-02-18:00:00:00,2013-02-18:19:45:05,2013-08-05:00:00:00,MALE,37.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
03yctm12de,2013-02-18:00:00:00,2013-02-18:20:32:52,2013-08-16:00:00:00,FEMALE,43.0,facebook,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
qdk8b6dec7,2013-02-18:00:00:00,2013-02-18:20:35:23,2013-06-15:00:00:00,FEMALE,37.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other
5d4rzzxfze,2013-02-18:00:00:00,2013-02-18:21:48:24,2013-02-18:00:00:00,MALE,31.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,FR
bh6z71z4gt,2013-02-18:00:00:00,2013-02-18:22:02:57,2013-05-30:00:00:00,MALE,22.0,facebook,0,en,remarketing,google,linked,Web,Mac Desktop,Chrome,IT
ke2fkien5s,2013-02-18:00:00:00,2013-02-18:22:45:23,2013-02-27:00:00:00,OTHER,37.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,FR
oesy16cgwc,2013-02-18:00:00:00,2013-02-18:23:14:32,2013-09-22:00:00:00,FEMALE,42.0,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,US
tcfgf9nqh7,2013-02-18:00:00:00,2013-02-18:23:24:00,2013-02-20:00:00:00,FEMALE,51.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,other
hmkv8mgzy6,2013-02-18:00:00:00,2013-02-18:23:40:56,2013-02-19:00:00:00,FEMALE,38.0,facebook,0,en,seo,bing,linked,Web,Windows Desktop,IE,US
yiw8phr5lh,2013-02-19:00:00:00,2013-02-19:00:35:21,2013-02-19:00:00:00,FEMALE,30.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
w7jfrxh4f4,2013-02-19:00:00:00,2013-02-19:01:39:39,2013-02-21:00:00:00,FEMALE,53.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,FR
wdnevp30dp,2013-02-19:00:00:00,2013-02-19:01:48:52,2013-02-19:00:00:00,FEMALE,32.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
wwh7lreb8x,2013-02-19:00:00:00,2013-02-19:02:48:59,2013-11-23:00:00:00,MALE,39.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US
l2zy48s7lc,2013-02-19:00:00:00,2013-02-19:03:09:36,2013-04-10:00:00:00,FEMALE,25.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
46u1d14w3g,2013-02-19:00:00:00,2013-02-19:03:40:30,2014-01-20:00:00:00,FEMALE,33.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
qte13frhqe,2013-02-19:00:00:00,2013-02-19:03:51:17,2013-02-19:00:00:00,FEMALE,31.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
zbv9noypmb,2013-02-19:00:00:00,2013-02-19:04:10:13,2013-05-24:00:00:00,FEMALE,25.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,GB
toxwhgub9g,2013-02-19:00:00:00,2013-02-19:04:35:32,2013-02-28:00:00:00,MALE,67.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,IE,US
x67ja8yp92,2013-02-19:00:00:00,2013-02-19:05:12:16,2013-08-13:00:00:00,FEMALE,36.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
wmxu45z749,2013-02-19:00:00:00,2013-02-19:05:13:25,2013-02-21:00:00:00,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
b9y4lw1j93,2013-02-19:00:00:00,2013-02-19:05:13:42,2013-09-20:00:00:00,FEMALE,59.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US
spgyhvhar3,2013-02-19:00:00:00,2013-02-19:06:17:15,2013-06-30:00:00:00,FEMALE,26.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
d42qpa4uoe,2013-02-19:00:00:00,2013-02-19:06:33:17,2013-02-21:00:00:00,FEMALE,28.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
cde0404opi,2013-02-19:00:00:00,2013-02-19:06:42:29,2013-05-29:00:00:00,FEMALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
gmduxcsbsi,2013-02-19:00:00:00,2013-02-19:07:42:50,2013-02-23:00:00:00,FEMALE,63.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
mdhuhkbovr,2013-02-19:00:00:00,2013-02-19:08:58:13,2013-05-20:00:00:00,FEMALE,35.0,facebook,0,en,sem-brand,google,tracked-other,Web,Mac Desktop,Safari,US
cjsvf0dz4n,2013-02-19:00:00:00,2013-02-19:08:58:24,2013-04-26:00:00:00,FEMALE,32.0,facebook,0,en,direct,direct,omg,Web,Windows Desktop,IE,US
mkmbccoug4,2013-02-19:00:00:00,2013-02-19:15:07:43,2013-02-20:00:00:00,FEMALE,29.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,FR
gimnszwy55,2013-02-19:00:00:00,2013-02-19:17:32:57,2013-02-19:00:00:00,FEMALE,33.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,FR
ew4o7fpqmy,2013-02-19:00:00:00,2013-02-19:17:36:15,2013-11-17:00:00:00,FEMALE,29.0,facebook,0,pt,direct,direct,linked,Web,Windows Desktop,Chrome,US
n6cx6ydjd0,2013-02-19:00:00:00,2013-02-19:17:47:42,2013-08-01:00:00:00,MALE,30.0,basic,0,es,direct,direct,linked,Web,Windows Desktop,Firefox,other
bni1bqb97s,2013-02-19:00:00:00,2013-02-19:17:55:00,2013-02-20:00:00:00,FEMALE,31.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,IT
0zqwtlpfal,2013-02-19:00:00:00,2013-02-19:18:17:52,2013-02-20:00:00:00,FEMALE,45.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US
4hkgiydoer,2013-02-19:00:00:00,2013-02-19:19:05:44,2013-02-20:00:00:00,FEMALE,64.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,DE
4ve22n3rbx,2013-02-19:00:00:00,2013-02-19:20:21:16,2013-02-20:00:00:00,FEMALE,64.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
ylrcd3396d,2013-02-19:00:00:00,2013-02-19:20:29:41,2013-07-25:00:00:00,MALE,37.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
1lne2pjtjr,2013-02-19:00:00:00,2013-02-19:21:03:28,2013-09-02:00:00:00,MALE,35.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,other
mee1ydkr7u,2013-02-19:00:00:00,2013-02-19:21:46:08,2013-05-03:00:00:00,FEMALE,31.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
cqp51momp8,2013-02-19:00:00:00,2013-02-19:22:32:42,2013-02-20:00:00:00,FEMALE,32.0,facebook,12,en,api,other,linked,Moweb,iPad,Chrome Mobile,FR
r2gbgma07t,2013-02-19:00:00:00,2013-02-19:23:08:48,2013-02-20:00:00:00,FEMALE,75.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,IE,US
4lw4fwgk99,2013-02-19:00:00:00,2013-02-19:23:58:47,2013-02-20:00:00:00,MALE,28.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
hmld12hc24,2013-02-20:00:00:00,2013-02-20:00:29:27,2013-09-05:00:00:00,MALE,24.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Safari,US
m8xg57lz2d,2013-02-20:00:00:00,2013-02-20:01:00:47,2013-02-21:00:00:00,MALE,36.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,other
nd0zhm9d6h,2013-02-20:00:00:00,2013-02-20:01:04:43,2013-02-20:00:00:00,FEMALE,25.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
b4gmdz82bx,2013-02-20:00:00:00,2013-02-20:02:36:37,2013-02-20:00:00:00,FEMALE,52.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,US
woyz1cmqv5,2013-02-20:00:00:00,2013-02-20:03:33:50,2013-02-20:00:00:00,MALE,65.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Firefox,other
wd55aasua2,2013-02-20:00:00:00,2013-02-20:03:38:39,2013-09-15:00:00:00,FEMALE,35.0,basic,0,en,other,facebook,tracked-other,Web,Mac Desktop,Chrome,US
lgl52350pl,2013-02-20:00:00:00,2013-02-20:04:30:25,2013-02-20:00:00:00,MALE,31.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
kmg5wlzh01,2013-02-20:00:00:00,2013-02-20:07:58:53,2013-02-21:00:00:00,MALE,24.0,basic,0,en,sem-non-brand,bing,omg,Web,Mac Desktop,Safari,US
wmjjr4gfon,2013-02-20:00:00:00,2013-02-20:08:24:45,2013-02-26:00:00:00,FEMALE,33.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,other
391rw36v5i,2013-02-20:00:00:00,2013-02-20:11:19:37,2013-03-09:00:00:00,FEMALE,29.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,GB
q628u6xwla,2013-02-20:00:00:00,2013-02-20:12:11:01,2013-02-21:00:00:00,MALE,24.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,IT
s0qa2vwmq3,2013-02-20:00:00:00,2013-02-20:13:01:36,2013-02-26:00:00:00,FEMALE,28.0,basic,0,ja,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
dvr3c1oeq4,2013-02-20:00:00:00,2013-02-20:15:34:41,2013-03-07:00:00:00,FEMALE,24.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NL
1p5j4mbcz2,2013-02-20:00:00:00,2013-02-20:16:30:04,2013-02-20:00:00:00,FEMALE,29.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
tsbeg2jhix,2013-02-20:00:00:00,2013-02-20:16:52:19,2013-04-25:00:00:00,MALE,45.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,US
ui0rcx21yn,2013-02-20:00:00:00,2013-02-20:17:02:02,2013-02-23:00:00:00,FEMALE,27.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US
0ncu3dj1wv,2013-02-20:00:00:00,2013-02-20:18:23:48,2013-02-20:00:00:00,MALE,34.0,facebook,0,en,other,facebook,tracked-other,Web,Mac Desktop,Safari,US
grn35y93tv,2013-02-20:00:00:00,2013-02-20:18:33:02,2013-04-13:00:00:00,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
eiclra9tig,2013-02-20:00:00:00,2013-02-20:18:45:57,2014-02-07:00:00:00,FEMALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
1r0tcml3ze,2013-02-20:00:00:00,2013-02-20:18:52:48,2013-03-05:00:00:00,FEMALE,37.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
b67wbt2ctc,2013-02-20:00:00:00,2013-02-20:18:57:09,2013-02-27:00:00:00,MALE,49.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
hfr6jsx8qr,2013-02-20:00:00:00,2013-02-20:19:00:51,2013-02-28:00:00:00,FEMALE,26.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
1xy8t7v3e8,2013-02-20:00:00:00,2013-02-20:19:09:10,2013-02-26:00:00:00,FEMALE,33.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,IT
